Area Code;Area;Item Code;Item;Element Code;Element;Unit;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019
2;Afghanistan;6815;Transport;723113;Emissions (CO2eq) (AR5);kilotonnes;46,514576;45,110752;26,788148;26,217202;26,446356;26,220604;23,448794;20,5432;18,930967;17,878741;14,02225;13,225044;10,673856;15,548842;14,219022;22,835775;30,412726;25,42145;83,923713;173,574726;246,914007;494,832556;407,983034;257,233937;189,956611;262,702648;173,793861;237,209887;244,224827;274,647329
2;Afghanistan;6815;Transport;7273;CO2 emissions;kilotonnes;45,426;44,079;26,186;25,627;25,837;25,608;22,915;20,0565;18,484;17,4588;13,7445;12,9455;10,449;15,2185;13,9375;22,362;29,809;24,854;81,9535;169,468;241,406;484,62;400,31;252,375;186,58;258,13;170,8975;233,265;240,165;269,537361
2;Afghanistan;6815;Transport;7225;CH4 emissions;kilotonnes;0,028592;0,026977;0,015694;0,015405;0,015985;0,016124;0,014058;0,013016;0,012019;0,011347;0,007198;0,00737;0,00593;0,008728;0,007295;0,012469;0,015732;0,014908;0,052494;0,109789;0,145601;0,264531;0,193969;0,123015;0,083899;0,113136;0,070567;0,096127;0,098906;0,128937
2;Afghanistan;6815;Transport;7230;N2O emissions;kilotonnes;0,001087;0,001043;0,000614;0,0006;0,00061;0,000608;0,000529;0,000461;0,000417;0,000386;0,000288;0,000276;0,000222;0,000324;0,000292;0,00047;0,000616;0,000566;0,001888;0,003897;0,005401;0,010588;0,00846;0,005338;0,003877;0,005301;0,003474;0,00473;0,00487;0,005659
3;Albania;6815;Transport;723113;Emissions (CO2eq) (AR5);kilotonnes;78,60391;59,487494;45,443557;56,44925;70,83956;70,133415;69,37249;55,11264;82,38307;159,665443;166,772685;173,851473;196,80152;215,289047;253,75851;262,162874;211,445606;232,395106;252,442709;255,186422;247,323024;257,631686;248,283031;269,077062;270,130132;266,612335;249,997562;251,550417;220,540637;313,585274
3;Albania;6815;Transport;7273;CO2 emissions;kilotonnes;77,77;58,85;44,88;55,66;69,74;68,97;68,2;54,12;81,18;156,517;163,6635;170,7985;193,4325;211,886;250,5345;258,8645;208,4745;229,2735;249,1;253,2204;245,3174;255,5864;246,3454;266,9694;268,0665;264,5565;248,07185;249,62145;218,847;310,84442
3;Albania;6815;Transport;7225;CH4 emissions;kilotonnes;0,01375;0,010483;0,010164;0,01507;0,02178;0,02354;0,02376;0,02046;0,02277;0,023504;0,022497;0,022594;0,027148;0,027158;0,029114;0,029294;0,025465;0,022706;0,017443;0,017988;0,018519;0,01887;0,017948;0,019784;0,019799;0,019996;0,018676;0,018612;0,016314;0,021355
3;Albania;6815;Transport;7230;N2O emissions;kilotonnes;0,001694;0,001298;0,001053;0,001386;0,001848;0,001903;0,001914;0,001584;0,002134;0,009398;0,009356;0,009133;0,009845;0,009972;0,00909;0,009352;0,008521;0,009381;0,010771;0,005518;0,005612;0,005724;0,005415;0,005863;0,005695;0,005645;0,005293;0,005313;0,004667;0,008086
4;Algeria;6815;Transport;723113;Emissions (CO2eq) (AR5);kilotonnes;1678,4647;1789,3557;1756,50145;1768,03275;1612,94705;1546,765522;1513,983959;1491,897854;1568,138;1613,748149;1700,46965;1755,22655;1966,995459;2065,511283;2252,492;2373,42875;2482,83255;2759,8582;2939,984307;3135,911124;3346,214097;3611,195364;4098,663172;4299,796931;4676,945805;4968,377102;4815,595157;4753,161464;4854,208597;4751,290771
4;Algeria;6815;Transport;7273;CO2 emissions;kilotonnes;1661;1771;1738;1749;1595;1529,685;1496,91;1474,86;1551;1596,64;1683;1738;1948,355;2046,3985;2233;2354;2464;2739;2918,88415;3112,845;3321,31;3586,0479;4070,239;4268,925;4639,885;4928;4774,56;4713,795;4813,915;4715,571354
4;Algeria;6815;Transport;7225;CH4 emissions;kilotonnes;0,3135;0,3245;0,3245;0,3289;0,3047;0,287105;0,281606;0,277206;0,2706;0,261811;0,2585;0,2519;0,29371;0,302503;0,3047;0,3014;0,2926;0,2827;0,27835;0,280502;0,280565;0,3047;0,331102;0,346506;0,359776;0,37152;0,382125;0,409739;0,419701;0,35377
4;Algeria;6815;Transport;7230;N2O emissions;kilotonnes;0,03278;0,03498;0,03553;0,03707;0,03553;0,034119;0,034675;0,035004;0,03608;0,036896;0,03861;0,03839;0,039308;0,040161;0,04136;0,04147;0,04015;0,04884;0,050213;0,057404;0,064333;0,062701;0,072277;0,079886;0,101838;0,113112;0,114474;0,10526;0,107706;0,097411
7;Angola;6815;Transport;723113;Emissions (CO2eq) (AR5);kilotonnes;113,373975;139,84168;132,099055;134,34344;170,837535;118,882005;109,804805;116,64554;92,603445;128,87094;118,859785;133,29767;164,343465;186,776232;268,212101;195,308429;294,501881;361,381103;474,221918;566,073131;643,444277;717,528479;729,193152;833,730554;861,906236;869,38625;863,470886;729,95588;725,48151;848,137116
7;Angola;6815;Transport;7273;CO2 emissions;kilotonnes;112,2;138,6;130,9;133,1;169,4;117,7;108,68;115,5;91,74;127,6;117,7;132;162,8;185,19;264,572;192,749;291,552;357,56;469,075;559,838;636,122;709,3;720,984;825,541;852,996;860,994;856,014;723,954;719,528;839,764759
7;Angola;6815;Transport;7225;CH4 emissions;kilotonnes;0,02475;0,02519;0,02398;0,02442;0,0275;0,02233;0,02112;0,02134;0,01595;0,02332;0,02112;0,02365;0,02816;0,026391;0,064537;0,045416;0,052921;0,07217;0,09726;0,118021;0,138943;0,156586;0,156587;0,155594;0,169894;0,159929;0,142286;0,11467;0,113568;0,158446
7;Angola;6815;Transport;7230;N2O emissions;kilotonnes;0,001815;0,002024;0,001991;0,002112;0,002519;0,002101;0,002013;0,002068;0,001573;0,002332;0,002145;0,002398;0,002849;0,003197;0,006917;0,00486;0,00554;0,006794;0,009146;0,011059;0,012951;0,014506;0,014433;0,014464;0,015672;0,014771;0,013105;0,010533;0,010466;0,014852
258;Anguilla;6815;Transport;723113;Emissions (CO2eq) (AR5);kilotonnes;0,551288;0,711875;0,749664;0,910253;1,260769;1,672224;1,638177;1,359695;1,147783;1,084856;1,478666;1,524023;0,974434;1,245967;1,167237;1,223586;1,211863;1,08136;1,415043;1,994485;2,460682;2,62772;2,62772;2,828052;2,817023;2,828141;2,906027;2,972913;2,894909;2,908427
258;Anguilla;6815;Transport;7273;CO2 emissions;kilotonnes;0,5434;0,7018;0,7392;0,8976;1,243;1,65;1,617;1,342;1,133;1,0714;1,463;1,507;0,9636;1,232;1,155;1,21;1,199;1,0681;1,397;1,969;2,431;2,596;2,596;2,794;2,783;2,794;2,871;2,937;2,86;2,873999
258;Anguilla;6815;Transport;7225;CH4 emissions;kilotonnes;0,000147;0,000187;0,000194;0,000234;0,000322;0,000377;0,00034;0,000273;0,000217;0,000187;0,000202;0,000213;0,00013;0,000158;0,000132;0,000138;0,000122;0,000114;0,000155;0,000219;0,000257;0,000275;0,000275;0,000295;0,000295;0,000296;0,000304;0,000311;0,000303;0,000261
258;Anguilla;6815;Transport;7230;N2O emissions;kilotonnes;0,000014;0,000018;0,000019;0,000023;0,000033;0,000044;0,000044;0,000038;0,000033;0,000031;0,000038;0,000042;0,000027;0,000036;0,000032;0,000037;0,000036;0,000038;0,000052;0,000073;0,000085;0,000091;0,000091;0,000097;0,000097;0,000098;0,0001;0,000103;0,0001;0,000102
8;Antigua and Barbuda;6815;Transport;723113;Emissions (CO2eq) (AR5);kilotonnes;5,70737;6,135985;6,539004;6,086402;6,693208;7,128447;7,285093;8,065707;11,535688;13,164958;13,921375;13,918415;12,924315;14,821103;16,037867;16,792685;17,035853;17,363751;17,704016;20,723838;20,711676;20,534287;22,503;23,733563;24,654779;23,968888;23,415813;22,520326;21,95857;26,426652
8;Antigua and Barbuda;6815;Transport;7273;CO2 emissions;kilotonnes;5,62321;6,048;6,445;5,99965;6,5975;7,02528;7,17935;7,94757;11,376384;12,9858;13,73335;13,7309;12,75085;14,62525;15,84275;16,58298;16,8203;17,14845;17,48365;20,46205;20,4631;20,243;22,2188;23,43075;24,34045;23,66825;23,12865;22,24385;21,6901;26,098421
8;Antigua and Barbuda;6815;Transport;7225;CH4 emissions;kilotonnes;0,001585;0,001639;0,00176;0,001617;0,001738;0,001794;0,001761;0,001871;0,002377;0,002537;0,002537;0,002405;0,002109;0,002241;0,002099;0,002107;0,002009;0,001855;0,001899;0,002252;0,002154;0,002483;0,002449;0,002604;0,002705;0,002594;0,002485;0,002386;0,002319;0,002586
8;Antigua and Barbuda;6815;Transport;7230;N2O emissions;kilotonnes;0,00015;0,000159;0,000169;0,000156;0,000177;0,0002;0,000213;0,000248;0,00035;0,000408;0,000441;0,000453;0,000432;0,000502;0,000515;0,000569;0,000601;0,000616;0,000631;0,00075;0,00071;0,000837;0,000814;0,000868;0,0009;0,00086;0,000821;0,000791;0,000768;0,000965
9;Argentina;6815;Transport;723113;Emissions (CO2eq) (AR5);kilotonnes;2952,70304;3131,008541;3337,498832;3572,499915;3777,297633;3930,194682;4048,255029;4179,661058;4358,819862;4184,923707;4085,01714;3719,226287;3480,680956;3569,463626;3820,674226;4007,256065;4220,511122;4292,194016;4564,821346;4091,044184;4408,823761;5054,808553;4987,528499;4647,656192;4583,343556;4752,158534;4701,133585;4773,193302;4580,661876;4922,300456
9;Argentina;6815;Transport;7273;CO2 emissions;kilotonnes;2916,469;3091,919;3293,695;3524,628;3725,8;3876,95;3993,85;4123,62;4300,64;4128,23;4030,67;3666,38;3428,7;3510,445;3755,62;3939,18;4151,02;4222,46;4493,46;4022,27;4337,0755;4976,85;4907,8;4569,3;4504,65;4670,15;4621,2;4694,95;4504,54;4836,751828
9;Argentina;6815;Transport;7225;CH4 emissions;kilotonnes;0,653673;0,714168;0,823281;0,912362;0,994208;1,027136;1,047545;1,082568;1,124368;1,112632;1,112823;1,08974;1,097995;1,28877;1,433022;1,487713;1,489013;1,46542;1,469;1,423147;1,470003;1,571206;1,603929;1,590987;1,61312;1,679193;1,624551;1,557289;1,523999;1,777413
9;Argentina;6815;Transport;7230;N2O emissions;kilotonnes;0,067665;0,072048;0,078309;0,084248;0,089282;0,092396;0,094618;0,097091;0,100746;0,096377;0,087502;0,084278;0,08014;0,08654;0,094074;0,099699;0,104901;0,10831;0,114073;0,109155;0,115427;0,128169;0,131391;0,12758;0,126514;0,132042;0,129986;0,130714;0,126226;0,135023
1;Armenia;6815;Transport;723113;Emissions (CO2eq) (AR5);kilotonnes;;;203,82934;132,53075;17,70571;12,581877;6,792021;7,126097;7,470969;7,804824;63,45966;63,076805;60,35414;64,959884;67,495395;75,10712;74,60222;120,70542;143,517495;129,777175;143,67859;147,615875;149,228695;146,974575;164,394175;166,07569;180,32718;190,40285;192,952925;140,710795
1;Armenia;6815;Transport;7273;CO2 emissions;kilotonnes;;;201,3;130,9;17,49;12,43;6,71;7,04;7,381;7,711;62,7;62,37;59,73;64,35;66,77;73,92;73,15;116,6;138,6;125,4;138,6;141,9;143;140,8;159,5;160,6;173,8;183,7;185,9;134,5025
1;Armenia;6815;Transport;7225;CH4 emissions;kilotonnes;;;0,0616;0,03971;0,005247;0,003696;0,001958;0,002013;0,002068;0,002112;0,01672;0,01452;0,01188;0,010538;0,01331;0,02574;0,03146;0,10373;0,1243;0,11;0,1287;0,1474;0,1628;0,1617;0,1243;0,1408;0,1694;0,1738;0,1837;0,160361
1;Armenia;6815;Transport;7230;N2O emissions;kilotonnes;;;0,003036;0,001958;0,00026;0,000183;0,000103;0,000112;0,000121;0,000131;0,0011;0,001133;0,0011;0,001188;0,001331;0,00176;0,002156;0,004532;0,005423;0,004895;0,005566;0,005995;0,006303;0,006215;0,005335;0,005786;0,006732;0,00693;0,007205;0,006484
22;Aruba;6815;Transport;723113;Emissions (CO2eq) (AR5);kilotonnes;7,489046;8,803948;10,264629;9,743167;10,990406;12,38781;8,34346;14,512138;20,830827;23,631857;28,741948;29,856204;26,635164;32,338114;35,216278;39,292937;38,664628;38,647164;36,082699;39,766053;36,835776;28,614631;38,401712;38,844351;39,785343;38,978377;36,860604;36,524537;35,403339;46,297085
22;Aruba;6815;Transport;7273;CO2 emissions;kilotonnes;7,37895;8,678;10,117;9,604;10,833;12,20824;8,2224;14,29924;20,54361;23,3086;28,35275;29,4552;26,2775;31,91005;34,7879;38,8037;38,1771;38,1682;35,6313;39,2644;36,39175;28,2078;37,916;38,3507;39,2765;38,4886;36,4085;36,0766;34,9702;45,721409
22;Aruba;6815;Transport;7225;CH4 emissions;kilotonnes;0,002069;0,002344;0,002762;0,002597;0,002861;0,003126;0,002014;0,003379;0,004281;0,004578;0,005251;0,005141;0,00434;0,004891;0,004617;0,00493;0,004548;0,00414;0,003887;0,004327;0,003833;0,003454;0,004182;0,004258;0,004373;0,004217;0,00391;0,003866;0,003755;0,004644
22;Aruba;6815;Transport;7230;N2O emissions;kilotonnes;0,000197;0,000228;0,000265;0,000251;0,000292;0,000347;0,000244;0,000446;0,000632;0,000736;0,000914;0,00097;0,000891;0,001099;0,001129;0,001325;0,001359;0,00137;0,001293;0,001436;0,001271;0,00117;0,001391;0,001413;0,001458;0,001403;0,001293;0,001282;0,001238;0,001682
10;Australia;6815;Transport;723113;Emissions (CO2eq) (AR5);kilotonnes;6632,026006;6375,523073;6503,792883;6603,933141;6766,583358;6967,317489;7189,537044;7325,132877;7398,718133;7582,880131;7800,173273;7655,928266;7898,896524;7941,593609;8362,961792;8370,687841;8398,757865;8588,701422;8709,636562;8638,170859;8915,583699;9089,223861;9154,565359;9268,83281;9276,004012;9515,326622;9624,937449;9869,702701;10109,62424;10075,40368
10;Australia;6815;Transport;7273;CO2 emissions;kilotonnes;6491,1;6239,1;6365,5;6464,45;6624,75;6822,1;7040,4;7173;7244,15;7421,6;7632,8;7493,95;7740,7;7782,3;8196,45;8209,45;8242,65;8437,5;8559,05;8494,8;8776,25;8948,1;9010,65;9121,7;9128,95;9363,65;9472,3;9714,15;9950,45;9921,08436
10;Australia;6815;Transport;7225;CH4 emissions;kilotonnes;2,204563;2,131136;2,212444;2,258189;2,330225;2,316446;2,170972;2,00882;1,847445;1,682087;1,523324;1,424089;1,319657;1,24943;1,195012;1,055222;1,150828;1,057895;1,034215;0,929815;0,988626;0,987597;0,976883;0,978098;0,973902;0,983497;0,947388;0,894795;0,916602;0,566842
10;Australia;6815;Transport;7230;N2O emissions;kilotonnes;0,298861;0,289627;0,288092;0,28775;0,289008;0,303234;0,333396;0,361834;0,388074;0,430874;0,470642;0,460769;0,457533;0,469093;0,502081;0,49695;0,467489;0,458794;0,458976;0,442778;0,421329;0,428193;0,439859;0,451872;0,452018;0,468448;0,475889;0,492447;0,503809;0,522444
11;Austria;6815;Transport;723113;Emissions (CO2eq) (AR5);kilotonnes;1060,961655;1175,474371;1176,436741;1182,93544;1190,702326;1203,004975;1324,524601;1253,619555;1410,321629;1364,144762;1429,836049;1530,282428;1693,82288;1811,015896;1834,626545;1890,404209;1788,594073;1803,569447;1725,245988;1662,25346;1723,380505;1649,52224;1657,989679;1732,296195;1718,736338;1756,623291;1804,043986;1851,369268;1843,375623;1964,535547
11;Austria;6815;Transport;7273;CO2 emissions;kilotonnes;1037,691;1150,1215;1151,532;1158,3635;1166,3425;1178,9835;1301,16;1231,873;1387,503;1342,853;1408,993;1509,06;1671,176;1787,593;1811,563;1867,166;1766,732;1781,992;1704,851;1642,706;1703,68;1630,683;1638,9935;1713,0385;1699,11;1736,4005;1783,206;1829,9965;1822,1315;1945,288862
11;Austria;6815;Transport;7225;CH4 emissions;kilotonnes;0,288054;0,291769;0,269504;0,244059;0,220195;0,198491;0,192259;0,174549;0,180023;0,161627;0,151447;0,146057;0,149916;0,146119;0,135408;0,126259;0,115457;0,110829;0,101575;0,095385;0,092268;0,083598;0,081323;0,080386;0,075462;0,073319;0,071813;0,069919;0,067371;0,030029
11;Austria;6815;Transport;7230;N2O emissions;kilotonnes;0,057378;0,064843;0,065504;0,066937;0,068658;0,069674;0,067854;0,06362;0,067087;0,063269;0,062651;0,064652;0,06962;0,072949;0,072725;0,074351;0,070299;0,069714;0,06623;0,063686;0,064592;0,062258;0,063091;0,064177;0,066088;0,068566;0,071046;0,073264;0,073048;0,069456
52;Azerbaijan;6815;Transport;723113;Emissions (CO2eq) (AR5);kilotonnes;;;414,955857;389,102957;346,986649;356,851723;281,875861;337,746045;318,096365;159,887438;247,354725;269,036513;290,866504;314,951117;377,61564;418,42972;510,734622;396,622675;508,766205;451,337489;517,642745;605,610359;670,17175;754,802154;780,653293;710,960021;649,094699;733,570306;691,362901;677,237677
52;Azerbaijan;6815;Transport;7273;CO2 emissions;kilotonnes;;;407,693;382,422;341,0675;351,5;277,451;333,4505;314,043;157,4415;244,3635;265,6785;287,5475;310,8535;373,392;413,2025;505,1485;391,914;503,6525;446,3505;512,81345;600,11545;664,2415;748,284;773,7895;704,59;643,278;727,079;685,221;672,021318
52;Azerbaijan;6815;Transport;7225;CH4 emissions;kilotonnes;;;0,114848;0,099773;0,089122;0,099459;0,075565;0,076831;0,069465;0,042085;0,049727;0,056145;0,053798;0,05831;0,061791;0,066054;0,074341;0,053879;0,048266;0,045823;0,045554;0,052278;0,056826;0,060576;0,062656;0,058366;0,051338;0,054942;0,0519;0,03108
52;Azerbaijan;6815;Transport;7230;N2O emissions;kilotonnes;;;0,015272;0,014669;0,01292;0,009686;0,008713;0,008092;0,007956;0,004783;0,006033;0,006739;0,00684;0,009302;0,009409;0,012746;0,013225;0,012076;0,014197;0,013977;0,01341;0,015212;0,016374;0,018196;0,019281;0,017871;0,016525;0,01869;0,017693;0,0164
12;Bahamas;6815;Transport;723113;Emissions (CO2eq) (AR5);kilotonnes;39,250022;37,490924;33,653252;33,189627;37,910034;45,270104;52,018797;54,667931;89,032187;88,896689;107,218636;109,437637;98,114687;74,557878;86,473765;85,865317;98,28911;110,005354;106,786102;90,063172;96,733364;84,945522;104,678995;102,987927;102,431643;93,634894;94,223163;93,102354;90,41429;115,410032
12;Bahamas;6815;Transport;7273;CO2 emissions;kilotonnes;38,67299;36,954;33,1685;32,7155;37,3665;44,61434;51,26479;53,87031;87,8068;87,6833;105,7689;107,9656;96,7951;73,5712;85,4192;84,7936;97,048;108,6411;105,4544;88,9256;95,57;83,7395;103,3573;101,6783;101,1239;92,462;93,068;91,9623;89,3057;113,983824
12;Bahamas;6815;Transport;7225;CH4 emissions;kilotonnes;0,010853;0,00999;0,009055;0,008846;0,009869;0,011447;0,012548;0,012657;0,018267;0,01721;0,019527;0,018866;0,016012;0,011262;0,011376;0,010786;0,011591;0,011814;0,011483;0,009791;0,010074;0,010262;0,011364;0,011253;0,011263;0,010111;0,009984;0,009863;0,009576;0,010802
12;Bahamas;6815;Transport;7230;N2O emissions;kilotonnes;0,001031;0,000971;0,000873;0,000855;0,001008;0,001265;0,00152;0,001673;0,002694;0,00276;0,003408;0,003561;0,003288;0,002533;0,002778;0,002905;0,003459;0,0039;0,003812;0,003258;0,003326;0,003467;0,003787;0,003753;0,003745;0,003358;0,003304;0,00326;0,003172;0,004241
13;Bahrain;6815;Transport;723113;Emissions (CO2eq) (AR5);kilotonnes;111,64868;112,78773;126,15251;130,64568;132,8998;138,483015;140,753305;148,50979;156,326225;161,91417;170,875925;178,646545;199,709015;217,438925;237,35701;278,240215;288,117386;312,183248;341,780508;337,060444;341,476696;320,480898;342,798227;349,755673;363,026102;381,713374;391,627896;404,829717;419,252265;429,695255
13;Bahrain;6815;Transport;7273;CO2 emissions;kilotonnes;110;111,1;124,3;128,7;130,9;136,4;138,6;146,3;154;159,5;168,3;176;196,9;214,5;234,3;275;285,0435;309,2595;338,9595;334,5115;339,1505;318,267;340,362;347,22;360,355;378,925;388,81;401,9385;416,2545;426,660206
13;Bahrain;6815;Transport;7225;CH4 emissions;kilotonnes;0,03223;0,033;0,03597;0,03784;0,03894;0,03806;0,03828;0,03707;0,03696;0,03729;0,0363;0,03674;0,03817;0,03927;0,04026;0,04191;0,037181;0,032231;0,029811;0,025521;0,021562;0,020463;0,022443;0,023325;0,024535;0,025634;0,025964;0,026623;0,027613;0,024242
13;Bahrain;6815;Transport;7230;N2O emissions;kilotonnes;0,002816;0,002882;0,00319;0,003344;0,003432;0,003839;0,004081;0,004422;0,004873;0,00517;0,005885;0,006105;0,006567;0,006941;0,007282;0,007799;0,007671;0,007627;0,007495;0,006922;0,0065;0,006192;0,006822;0,007104;0,007487;0,007814;0,00789;0,008097;0,008395;0,008892
16;Bangladesh;6815;Transport;723113;Emissions (CO2eq) (AR5);kilotonnes;182,567859;204,341256;236,540629;242,222995;247,869741;299,218376;328,925002;372,874452;380,346867;347,7818;339,417136;425,413013;432,101321;441,128621;494,669327;549,96717;576,874422;589,27825;663,807873;702,59194;820,642;965,704859;976,493808;923,448785;997,206463;1046,077335;1107,469305;1234,963446;1400,456581;1186,668309
16;Bangladesh;6815;Transport;7273;CO2 emissions;kilotonnes;178,15;198,755;230,075;235,575;241,075;291,01;319,81;362,435;369,615;338,035;329,665;413,42;419,98;428,675;479,605;535,37;560,595;571,935;642,465;678,635;792,895;932,25;942,6;891,13;962,4;1009,41;1068,48;1192,3;1353,25;1145,872007
16;Bangladesh;6815;Transport;7225;CH4 emissions;kilotonnes;0,039158;0,042529;0,047695;0,052532;0,056382;0,068013;0,077368;0,101363;0,10185;0,081282;0,102539;0,104761;0,10126;0,114402;0,131311;0,145533;0,175561;0,209592;0,315333;0,38997;0,483168;0,490418;0,498211;0,49143;0,522411;0,552888;0,589043;0,637137;0,666845;0,611395
16;Bangladesh;6815;Transport;7230;N2O emissions;kilotonnes;0,012534;0,016587;0,019359;0,019536;0,019683;0,023789;0,026222;0,028684;0,029736;0,028192;0,025966;0,034188;0,035042;0,034907;0,042972;0,039707;0,042882;0,043301;0,047221;0,049199;0,053654;0,074427;0,07526;0,070033;0,076147;0,079949;0,084891;0,093674;0,107679;0,089348
14;Barbados;6815;Transport;723113;Emissions (CO2eq) (AR5);kilotonnes;16,80458;18,350941;20,033515;18,225462;17,662214;18,356025;16,665215;22,160837;32,700772;38,258315;42,66458;43,213408;37,761358;41,547764;43,740721;45,787032;45,167268;42,454823;50,087909;52,872379;52,397737;54,758984;54,634803;58,325104;51,774606;52,305917;50,978129;50,417631;48,959666;62,064664
14;Barbados;6815;Transport;7273;CO2 emissions;kilotonnes;16,55814;18,0885;19,7455;17,9655;17,4085;18,08983;16,4228;21,83639;32,25097;37,7367;42,0859;42,63265;37,2544;40,9963;43,2078;45,2161;44,5963;41,9296;49,4627;52,205;51,7677;53,9826;53,9446;57,5814;51,1148;51,6501;50,3525;49,7994;48,3604;61,294464
14;Barbados;6815;Transport;7225;CH4 emissions;kilotonnes;0,004634;0,004885;0,00538;0,004852;0,00461;0,004634;0,004028;0,005151;0,006702;0,007402;0,007789;0,007447;0,006162;0,006293;0,005732;0,005757;0,005332;0,004538;0,005388;0,005751;0,005457;0,006621;0,005947;0,006398;0,005687;0,005652;0,005401;0,005346;0,005191;0,005948
14;Barbados;6815;Transport;7230;N2O emissions;kilotonnes;0,00044;0,000474;0,000518;0,000468;0,00047;0,000515;0,000489;0,00068;0,000989;0,001186;0,001361;0,001405;0,001262;0,001416;0,001405;0,001546;0,001591;0,001503;0,00179;0,001911;0,001801;0,00223;0,001976;0,00213;0,001889;0,001878;0,00179;0,001768;0,001713;0,002278
57;Belarus;6815;Transport;723113;Emissions (CO2eq) (AR5);kilotonnes;;;1322,950398;1171,545786;809,645545;796,344389;860,960754;904,782618;943,700454;838,933452;727,830899;694,84745;730,282804;747,989389;763,980496;863,53922;981,154319;981,394001;1125,954767;1021,431205;1104,09362;1182,168265;1252,310756;1265,772251;1199,112846;1069,829845;1109,734849;1163,665484;1226,386604;1090,622197
57;Belarus;6815;Transport;7273;CO2 emissions;kilotonnes;;;1284,753;1123,29;782,258;771,117;835,376;877,443;918,243;813,5733;709,7433;675,9133;712,71;729,785;745,095;842,705;958,38;957,98;1098,3;1001,745;1083,5883;1160,6383;1231,561;1244,776;1179,189;1051,5063;1091,6763;1144,8813;1206,6055;1076,020645
57;Belarus;6815;Transport;7225;CH4 emissions;kilotonnes;;;0,346642;0,246822;0,182692;0,179241;0,188;0,197425;0,195224;0,172323;0,143659;0,131219;0,134606;0,133738;0,131895;0,145653;0,161611;0,163067;0,173789;0,164135;0,164466;0,167131;0,170916;0,167742;0,162909;0,153514;0,159804;0,163337;0,172386;0,117017
57;Belarus;6815;Transport;7230;N2O emissions;kilotonnes;;;0,107515;0,156018;0,084046;0,076259;0,076682;0,082308;0,075438;0,077491;0,053076;0,057585;0,05209;0,054565;0,05733;0,06323;0,068865;0,071125;0,085995;0,056945;0,060001;0,063586;0,060242;0,061508;0,057971;0,052925;0,05126;0,053625;0,056431;0,042736
255;Belgium;6815;Transport;723113;Emissions (CO2eq) (AR5);kilotonnes;;;;;;;;;;;1917,825148;1980,837167;1971,697214;2023,67908;2092,751716;2034,489099;2067,514025;2140,541424;2137,992256;2072,141546;2005,103839;1979,854797;1919,085619;1876,343096;1894,475904;2026,497349;2003,727001;1957,826832;1934,046237;2094,537355
255;Belgium;6815;Transport;7273;CO2 emissions;kilotonnes;;;;;;;;;;;1891,7435;1955,075;1946,8845;1998,8545;2068,438;2011,366;2043,9035;2116,3135;2114,0275;2049,3645;1983,292;1958,1205;1897,491;1855,545;1873,7015;2004,41225;1981,86265;1936,50265;1913,01375;2074,864457
255;Belgium;6815;Transport;7225;CH4 emissions;kilotonnes;;;;;;;;;;;0,236068;0,227937;0,210321;0,200858;0,183267;0,162938;0,149998;0,138671;0,125446;0,112325;0,098081;0,090976;0,083288;0,077188;0,076238;0,076918;0,077583;0,074125;0,070626;0
255;Belgium;6815;Transport;7230;N2O emissions;kilotonnes;;;;;;;;;;;0,073478;0,073132;0,07141;0,072455;0,072386;0,070041;0,073248;0,076774;0,077178;0,074083;0,071946;0,072404;0,072689;0,070328;0,070339;0,075213;0,07431;0,072637;0,071906;0,074237
23;Belize;6815;Transport;723113;Emissions (CO2eq) (AR5);kilotonnes;4,285951;5,291281;4,636881;4,319947;4,218323;4,876122;4,121134;7,424601;10,50471;12,265603;13,584689;14,143353;11,688388;12,912855;12,56118;13,992967;14,457664;12,88275;11,653902;14,451183;16,345918;13,129272;15,338118;17,687765;17,371345;19,375283;18,374006;17,925869;17,366495;20,06625
23;Belize;6815;Transport;7273;CO2 emissions;kilotonnes;4,222904;5,21565;4,5703;4,2585;4,15795;4,805434;4,061237;7,315753;10,360054;12,09813;13,40085;13,95255;11,53105;12,74175;12,40836;13,8189;14,27507;12,7229;11,50827;14,26825;16,14955;12,94259;15,14431;17,46228;17,14895;19,13335;18,14885;17,70605;17,1532;19,817144
23;Belize;6815;Transport;7225;CH4 emissions;kilotonnes;0,001189;0,001408;0,001243;0,001144;0,001096;0,001233;0,000995;0,001728;0,002157;0,002372;0,002482;0,002449;0,00191;0,001954;0,001646;0,001754;0,0017;0,00138;0,001259;0,001578;0,001701;0,001589;0,001666;0,001942;0,00191;0,002086;0,001944;0,0019;0,001844;0,001978
23;Belize;6815;Transport;7230;N2O emissions;kilotonnes;0,000112;0,000137;0,00012;0,000111;0,000112;0,000136;0,000121;0,000228;0,000318;0,000381;0,000431;0,000461;0,000392;0,000439;0,000403;0,000472;0,000509;0,000457;0,000417;0,000524;0,000561;0,000537;0,000555;0,000646;0,000637;0,000693;0,000644;0,000629;0,00061;0,000731
